Gene.Ensembl	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	rank
1095	ENSMUSG00000073628	2.28384017360221	-1.10537349579331	4.07210155403997	0.000434450836475323	0.0057625241543083	-0.0161883756663599	Gm10552	96
2167	ENSMUSG00000040447	2.28062649504785	-1.919013268343	3.09613788554855	0.00490874071619731	0.0328811389536983	-2.03210707743365	Spns2	97
555	ENSMUSG00000092837	2.27957128081035	0.21870856064177	5.09274982026421	3.22604344764701e-05	0.000844235225831084	2.38954382125644	Rpph1	98
1287	ENSMUSG00000042500	2.27233172415121	-1.67658105722249	3.84067702702291	0.000780239480076927	0.00879895317878295	-0.541161099181438	Ago4	99
128	ENSMUSG00000040441	2.26636172839713	0.840464604790963	7.52013752992462	8.87726627898805e-08	1.00095056028567e-05	8.00539374834144	Slc26a10	100
190	ENSMUSG00000047293	2.26539458312834	1.34062461735611	6.72763398082962	5.66119939713632e-07	4.32754000231621e-05	6.26599412987399	Gpr15	101
90	ENSMUSG00000035042	2.26095890446338	2.02076181110107	8.00585586408317	2.9693629710475e-08	4.79189197683266e-06	9.08991345790211	Ccl5	102
1365	ENSMUSG00000085786	2.22320574958018	-1.47592399696152	3.76093218115407	0.000953645520344387	0.010147067793027	-0.670212586373364	Gm15987	103
699	ENSMUSG00000090942	2.21688530068886	0.435044334869248	4.7649933856339	7.42943213863591e-05	0.00154361156051576	1.64924889557217	F830016B08Rik	104
1292	ENSMUSG00000000861	2.21131831082343	0.279387623537494	3.83649108346396	0.000788514678525421	0.0088640767731449	-0.492520021472955	Bcl11a	105
2227	ENSMUSG00000031802	2.20048686187688	-0.729491295832925	3.05954089454341	0.00535919083389486	0.0349514538264432	-2.19198353787499	Phxr4	106
735	ENSMUSG00000035202	2.18598453813962	11.4713172149604	4.69722068860685	8.83145424322584e-05	0.00174514342079744	0.664343513999038	Lars2	107
1873	ENSMUSG00000087180	2.18349237216253	-2.32218884806711	3.29828706506306	0.00300667389509056	0.0233149661784812	-1.62399372855795	Gm11924	108
149	ENSMUSG00000079455	2.17766311566277	1.89472207258628	7.25715742989798	1.62710840230457e-07	1.58604848557527e-05	7.46576718632542	Gm16026	109
3723	ENSMUSG00000029126	2.17603040097613	-2.00571341562123	2.31938097713248	0.0291432464307949	0.113692321020914	-3.47678033716005	Nsg1	110
682	ENSMUSG00000097569	2.16582595667811	-0.674146249142225	4.79829032992575	6.8247125519667e-05	0.0014534035939115	1.73639568685344	Gm26640	111
836	ENSMUSG00000038421	2.15059839391833	0.317415840548211	4.47703541541609	0.000154905522474074	0.0026902735759985	0.985440592227439	Fcrla	112
152	ENSMUSG00000060568	2.14667786719055	-0.752051685098392	7.22711745734061	1.74470706785307e-07	1.6671135166775e-05	7.3188954630043	Fam78b	113
5848	ENSMUSG00000071584	2.13393983736449	-1.39778720011506	1.65005748086784	0.111873685526331	0.277786399992527	-4.5174271905805	NA	114
211	ENSMUSG00000084760	2.12720583528124	0.23289251025245	6.53171543487045	9.05841144703336e-07	6.23527809747453e-05	5.80901101976483	Gm15472	115
730	ENSMUSG00000055809	2.11932159969704	-0.761706066770874	4.70310218507957	8.69992656896923e-05	0.00173092785599602	1.52281894071492	Dnaaf3	116
342	ENSMUSG00000072612	2.11348993680801	0.2008595327821	5.79750717631903	5.47783029330841e-06	0.000232631599941554	4.09905621918253	Gm10382	117
15	ENSMUSG00000054364	2.11012168860476	4.28701668515208	11.8273315620609	1.54428380624334e-11	1.49527853345856e-08	16.5178178099303	Rhob	118
2288	ENSMUSG00000031078	2.10317134272935	-2.09968689280088	3.02101978374658	0.00587604385220196	0.0373005510967575	-2.18247947881785	Cttn	119
402	ENSMUSG00000005225	2.08857825119784	2.74899489755955	5.56218394423621	9.86173031470953e-06	0.000356297938036919	3.38522171458837	Plekha8	120
244	ENSMUSG00000022197	2.08030918255283	1.20957129056344	6.31054244103292	1.54825982464326e-06	9.21595315291748e-05	5.28400386371217	Pdzd2	121
161	ENSMUSG00000092278	2.0793025150731	3.28238846779351	7.11662515732203	2.25749377827984e-07	2.03651177861717e-05	7.14604550975529	Gm8752	122
605	ENSMUSG00000075602	2.0770961502115	6.38048664935925	4.99248090537319	4.16217223975418e-05	0.000999196522482474	1.61350086428509	Ly6a	123
751	ENSMUSG00000034842	2.06424680128282	0.649425581069275	4.65504700739203	9.8348061716298e-05	0.00189984697603829	1.38489012573095	Art3	124
2788	ENSMUSG00000078498	2.06230480775789	0.057239378734329	2.73785922317368	0.0114249653449891	0.0595180045446991	-2.88252926122776	Zfp988	125
1390	ENSMUSG00000086953	2.05716241529009	-2.11589974152156	3.74080184273925	0.00100309927752258	0.0104813049688762	-0.695311974830935	Aknaos	126
1781	ENSMUSG00000083563	2.05598403102776	4.85413270777281	3.37942738916739	0.00246411278859989	0.0200947636954659	-1.48082916315361	Gm13340	127
717	ENSMUSG00000045658	2.04677823462036	-1.36676874941311	4.73272334883166	8.06675989314687e-05	0.00163405328714177	1.58828023985494	Pid1	128
1471	ENSMUSG00000045377	2.04069075887137	-2.17502258069577	3.66627861874208	0.00120908581320424	0.0119379757654509	-0.860085827055223	Tmem88	129
1311	ENSMUSG00000085884	2.0317798384893	-1.83889947281929	3.81466434437153	0.000833084795451192	0.00922938487348064	-0.523413679562344	Gm15342	130
10318	ENSMUSG00000086513	2.03056513820959	2.17162013589848	0.709677208171498	0.484697912782473	0.682219316950021	-5.42083027343521	Gvin-ps1	131
29	ENSMUSG00000000303	2.02651849122398	1.88060522754521	10.5149360221551	1.69587926490952e-10	8.49343118742959e-08	14.1481577220073	Cdh1	132
30	ENSMUSG00000036181	2.02528888695554	3.1599655901842	10.4477408082983	1.92749046553866e-10	9.33162384049449e-08	14.0177552589967	H1f2	133
710	ENSMUSG00000079457	2.0126915168135	2.64806140199101	4.74472797359467	7.8235049913468e-05	0.00160040262668058	1.49891597840211	Gm7609	134
1956	ENSMUSG00000076934	2.00636307846059	-2.51730449660534	3.24467887926082	0.00342684693815173	0.0254447988336645	-1.73258377350854	Iglv1	135
419	ENSMUSG00000042474	2.00319180469824	1.65191114382642	5.49526667692928	1.16660807699508e-05	0.000404387009791804	3.33932110743654	Fcmr	136
755	ENSMUSG00000030124	2.0029160450963	-0.000140077475432113	4.6430650068682	0.000101401605387793	0.00195067141278451	1.38053718257318	Lag3	137
854	ENSMUSG00000081448	2.00270599830829	1.85690402710453	4.44951761395665	0.000166173569368455	0.00282272662755571	0.926089729543274	NA	138
