"Gene.Ensembl","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSMUSG00000024661",0.974142879768021,7.88830343553605,10.1715848188953,3.28062534326162e-10,2.80281191091364e-08,13.0622075644625
"ENSMUSG00000040952",1.62004839199521,9.21133907273327,10.1665104180507,3.31312771032882e-10,2.8107512978892e-08,13.0765245071437
"ENSMUSG00000093514",1.91426009287785,5.18940144277553,10.1641092721363,3.32862312886906e-10,2.8107512978892e-08,13.2125566968583
"ENSMUSG00000026616",3.69750683025493,2.07771200969955,10.1585413731747,3.36484324205474e-10,2.81577228927172e-08,13.479681077651
"ENSMUSG00000017418",-1.14925531692355,5.0910554729657,-10.157243677137,3.37334328238281e-10,2.81577228927172e-08,13.1580167732266
"ENSMUSG00000095123",-1.57763434510476,4.98115203851304,-10.1384449663825,3.49899352627891e-10,2.90396468432428e-08,13.0943908012857
"ENSMUSG00000027122",-0.746215198074329,4.98974315265787,-10.1234522939232,3.60266226424284e-10,2.97301515487858e-08,13.0783554605899
"ENSMUSG00000002274",1.74968423689308,2.86871428939084,10.1021706090131,3.75529068775481e-10,3.08145999711587e-08,13.3551038627311
"ENSMUSG00000032698",4.45040623591994,0.12496173346054,10.0957357182634,3.80274295845696e-10,3.10286734430499e-08,12.9791255367821
"ENSMUSG00000030469",-1.14269874093649,3.70678876564213,-10.0917394061542,3.83252376112298e-10,3.10969693332682e-08,13.2181250572732
"ENSMUSG00000056071",4.75948532072429,-0.00339376713621176,10.0761551326705,3.95097787765935e-10,3.18800014972913e-08,12.5344873183709
"ENSMUSG00000056708",1.355535464966,7.11662255526498,10.0691698495721,4.00529250289345e-10,3.21397062497373e-08,12.8576453208773
"ENSMUSG00000024384",-0.683161972289068,6.94656513215657,-10.0516522022628,4.14491855203567e-10,3.30767764591436e-08,12.8208151053835
"ENSMUSG00000021226",0.943289411350437,3.96863329359338,10.0488618188491,4.16761917655141e-10,3.30767764591436e-08,13.0933923418629
"ENSMUSG00000034330",2.31883259743029,2.47289583151776,10.0274423434124,4.3462027240431e-10,3.43066567195663e-08,13.2314529503169
"ENSMUSG00000060675",0.986405484112921,4.86671480380172,10.0204752974091,4.4059774062512e-10,3.45904950531851e-08,12.9242158289195
"ENSMUSG00000058706",-0.691579241377637,6.66659603320214,-9.99861166425129,4.5991284901742e-10,3.59127646189731e-08,12.7177787508793
